Indicator,Code,Year,Pop
Poblacion Total,SRB,1992,7646424
Poblacion Total,SSA,1992,544828860
Poblacion Total,SSD,1992,4956969
Poblacion Total,SSF,1992,544899623
Poblacion Total,SST,1992,26545612
Poblacion Total,STP,1992,125648
Poblacion Total,SUR,1992,419521
Poblacion Total,SVK,1992,5305016
Poblacion Total,SVN,1992,1996498
Poblacion Total,SWE,1992,8668067
Poblacion Total,SWZ,1992,925165
Poblacion Total,SXM,1992,31345
Poblacion Total,SYC,1992,70763
Poblacion Total,SYR,1992,13156406
Poblacion Total,TCA,1992,13014
Poblacion Total,TCD,1992,6302926
Poblacion Total,TEA,1992,1627823212
Poblacion Total,TEC,1992,432000567
Poblacion Total,TGO,1992,4106219
Poblacion Total,THA,1992,56939020
Poblacion Total,TJK,1992,5656208
Poblacion Total,TKM,1992,3926369
Poblacion Total,TLA,1992,442658603
Poblacion Total,TLS,1992,783705
Poblacion Total,TMN,1992,238968838
Poblacion Total,TON,1992,99260
Poblacion Total,TSA,1992,1192390433
Poblacion Total,TSS,1992,544899623
Poblacion Total,TTO,1992,1285502
Poblacion Total,TUN,1992,8802540
Poblacion Total,TUR,1992,56302037
Poblacion Total,TUV,1992,9466
Poblacion Total,TZA,1992,27580723
Poblacion Total,UGA,1992,18801966
Poblacion Total,UKR,1992,52150400
Poblacion Total,UMC,1992,2171692391
Poblacion Total,URY,1992,3153732
Poblacion Total,USA,1992,256514000
Poblacion Total,UZB,1992,21449000
Poblacion Total,VCT,1992,113222
Poblacion Total,VEN,1992,20700461
Poblacion Total,VGB,1992,16476
Poblacion Total,VIR,1992,105712
Poblacion Total,VNM,1992,69788747
Poblacion Total,VUT,1992,158577
Poblacion Total,WLD,1992,5470164577
Poblacion Total,WSM,1992,169799
Poblacion Total,XKX,1992,1932000
Poblacion Total,YEM,1992,14433771
Poblacion Total,ZAF,1992,41760755
Poblacion Total,ZMB,1992,8074337
Poblacion Total,ZWE,1992,10641501
Poblacion Total,ABW,1993,72360
Poblacion Total,AFG,1993,14003760
Poblacion Total,AGO,1993,13038270
Poblacion Total,ALB,1993,3227287
Poblacion Total,AND,1993,59156
Poblacion Total,ARB,1993,242994250
Poblacion Total,ARE,1993,2223284
Poblacion Total,ARG,1993,34027240
Poblacion Total,ARM,1993,3457349
Poblacion Total,ASM,1993,51174
Poblacion Total,ATG,1993,65834
Poblacion Total,AUS,1993,17634808
Poblacion Total,AUT,1993,7905633
Poblacion Total,AZE,1993,7494800
Poblacion Total,BDI,1993,5555220
Poblacion Total,BEL,1993,10084475
Poblacion Total,BEN,1993,5706181
Poblacion Total,BFA,1993,9840075
Poblacion Total,BGD,1993,113418757
Poblacion Total,BGR,1993,8472313
Poblacion Total,BHR,1993,573755
Poblacion Total,BHS,1993,288164
Poblacion Total,BIH,1993,3942981
Poblacion Total,BLR,1993,10239050
Poblacion Total,BLZ,1993,194177
Poblacion Total,BMU,1993,58910
Poblacion Total,BOL,1993,7544489
Poblacion Total,BRA,1993,158440875
Poblacion Total,BRB,1993,260995
Poblacion Total,BRN,1993,284713
Poblacion Total,BTN,1993,520838
Poblacion Total,BWA,1993,1462262
Poblacion Total,CAF,1993,3089146
Poblacion Total,CAN,1993,28684764
Poblacion Total,CEB,1993,110041924
Poblacion Total,CHE,1993,6938265
Poblacion Total,CHI,1993,142291
Poblacion Total,CHL,1993,13998386
Poblacion Total,CHN,1993,1178440000
Poblacion Total,CIV,1993,13316448
Poblacion Total,CMR,1993,12486773
Poblacion Total,COD,1993,39580844
Poblacion Total,COG,1993,2594168
Poblacion Total,COL,1993,34614735
Poblacion Total,COM,1993,463318
Poblacion Total,CPV,1993,391749
Poblacion Total,CRI,1993,3405372
Poblacion Total,CSS,1993,6206775
Poblacion Total,CUB,1993,10840934
Poblacion Total,CUW,1993,144299
Poblacion Total,CYM,1993,30038
Poblacion Total,CYP,1993,825986
Poblacion Total,CZE,1993,10329855
Poblacion Total,DEU,1993,81156363
Poblacion Total,DJI,1993,611231
Poblacion Total,DMA,1993,69169
Poblacion Total,DNK,1993,5188628
Poblacion Total,DOM,1993,7576074
Poblacion Total,DZA,1993,27354327
Poblacion Total,EAP,1993,1671947065
Poblacion Total,EAR,1993,2179380224
Poblacion Total,EAS,1993,1893594516
Poblacion Total,ECA,1993,367513928
Poblacion Total,ECS,1993,852735458
Poblacion Total,ECU,1993,11132829
Poblacion Total,EGY,1993,61382200
Poblacion Total,EMU,1993,315455737
Poblacion Total,ERI,1993,1981419
Poblacion Total,ESP,1993,39361262
Poblacion Total,EST,1993,1494128
Poblacion Total,ETH,1993,53791672
Poblacion Total,EUU,1993,424347768
Poblacion Total,FCS,1993,519673066
Poblacion Total,FIN,1993,5066447
Poblacion Total,FJI,1993,789198
Poblacion Total,FRA,1993,59106166
Poblacion Total,FRO,1993,45096
Poblacion Total,FSM,1993,106030
Poblacion Total,GAB,1993,1065390
Poblacion Total,GBR,1993,57718614
Poblacion Total,GEO,1993,4911100
Poblacion Total,GHA,1993,16643633
Poblacion Total,GIB,1993,27118
Poblacion Total,GIN,1993,7046097
Poblacion Total,GMB,1993,1168309
Poblacion Total,GNB,1993,1056761
Poblacion Total,GNQ,1993,520236
Poblacion Total,GRC,1993,10460415
Poblacion Total,GRD,1993,102173
Poblacion Total,GRL,1993,55200
Poblacion Total,GTM,1993,9790619
Poblacion Total,GUM,1993,145541
Poblacion Total,GUY,1993,747189
Poblacion Total,HIC,1993,1052626906
Poblacion Total,HKG,1993,5901000
Poblacion Total,HND,1993,5496841
Poblacion Total,HPC,1993,390576688
Poblacion Total,HRV,1993,4600463
Poblacion Total,HTI,1993,7345940
Poblacion Total,HUN,1993,10357523
Poblacion Total,IBD,1993,3621503071
Poblacion Total,IBT,1993,4556953494
Poblacion Total,IDA,1993,935450423
Poblacion Total,IDB,1993,308233041
Poblacion Total,IDN,1993,191737287
Poblacion Total,IDX,1993,627217382
Poblacion Total,IMN,1993,70710
Poblacion Total,IND,1993,926351297
Poblacion Total,INX,1993,
Poblacion Total,IRL,1993,3576261
Poblacion Total,IRN,1993,59755430
Poblacion Total,IRQ,1993,19295818
Poblacion Total,ISL,1993,263725
Poblacion Total,ISR,1993,5261000
Poblacion Total,ITA,1993,56831821
Poblacion Total,JAM,1993,2459062
Poblacion Total,JOR,1993,4075759
Poblacion Total,JPN,1993,124829000
Poblacion Total,KAZ,1993,16380672
Poblacion Total,KEN,1993,25391830
Poblacion Total,KGZ,1993,4516700
Poblacion Total,KHM,1993,10243550
Poblacion Total,KIR,1993,79093
Poblacion Total,KNA,1993,41447
Poblacion Total,KOR,1993,44194628
Poblacion Total,KWT,1993,1653645
Poblacion Total,LAC,1993,418431327
Poblacion Total,LAO,1993,4685296
Poblacion Total,LBN,1993,3818796
Poblacion Total,LBR,1993,2132771
Poblacion Total,LBY,1993,4544970
Poblacion Total,LCA,1993,148595
Poblacion Total,LCN,1993,466139063
Poblacion Total,LDC,1993,555923633
Poblacion Total,LIC,1993,314673487
Poblacion Total,LIE,1993,30012
Poblacion Total,LKA,1993,17825611
Poblacion Total,LMC,1993,1968978416
Poblacion Total,LMY,1993,4482824315
Poblacion Total,LSO,1993,1885478
Poblacion Total,LTE,1993,1915623786
Poblacion Total,LTU,1993,3682613
Poblacion Total,LUX,1993,397475
Poblacion Total,LVA,1993,2563290
Poblacion Total,MAC,1993,380712
Poblacion Total,MAF,1993,29247
Poblacion Total,MAR,1993,25806777
Poblacion Total,MCO,1993,31024
Poblacion Total,MDA,1993,2974817
Poblacion Total,MDG,1993,13020100
Poblacion Total,MDV,1993,245845
Poblacion Total,MEA,1993,276897626
Poblacion Total,MEX,1993,86648447
Poblacion Total,MHL,1993,48944
Poblacion Total,MIC,1993,4168150828
Poblacion Total,MKD,1993,1996893
Poblacion Total,MLI,1993,9506510
Poblacion Total,MLT,1993,371308
Poblacion Total,MMR,1993,41788302
Poblacion Total,MNA,1993,246410264
Poblacion Total,MNE,1993,610170
Poblacion Total,MNG,1993,2270311
Poblacion Total,MNP,1993,47948
Poblacion Total,MOZ,1993,14206254
Poblacion Total,MRT,1993,2237064
Poblacion Total,MUS,1993,1097374
Poblacion Total,MWI,1993,10257233
Poblacion Total,MYS,1993,19050077
Poblacion Total,NAC,1993,288662674
Poblacion Total,NAM,1993,1509834
Poblacion Total,NCL,1993,184496
Poblacion Total,NER,1993,9193078
Poblacion Total,NGA,1993,102775465
Poblacion Total,NIC,1993,4526689
Poblacion Total,NLD,1993,15290368
Poblacion Total,NOR,1993,4311991
Poblacion Total,NPL,1993,21267359
Poblacion Total,NRU,1993,10226
Poblacion Total,NZL,1993,3572200
Poblacion Total,OED,1993,1136605361
Poblacion Total,OMN,1993,2071868
Poblacion Total,OSS,1993,18881697
Poblacion Total,PAK,1993,125546615
Poblacion Total,PAN,1993,2607499
Poblacion Total,PER,1993,23513882
Poblacion Total,PHL,1993,66083321
Poblacion Total,PLW,1993,16380
Poblacion Total,PNG,1993,4291588
Poblacion Total,POL,1993,38461408
Poblacion Total,PRE,1993,453282283
Poblacion Total,PRI,1993,3615497
Poblacion Total,PRK,1993,21773017
Poblacion Total,PRT,1993,9964675
Poblacion Total,PRY,1993,4386202
Poblacion Total,PSE,1993,2262676
Poblacion Total,PSS,1993,1846876
Poblacion Total,PST,1993,984265557
Poblacion Total,PYF,1993,223714
Poblacion Total,QAT,1993,486041
Poblacion Total,ROU,1993,22763280
Poblacion Total,RUS,1993,148458777
Poblacion Total,RWA,1993,7904740
Poblacion Total,SAS,1993,1219180082
Poblacion Total,SAU,1993,17846461
Poblacion Total,SDN,1993,22163251
Poblacion Total,SEN,1993,8196551
Poblacion Total,SGP,1993,3313471
Poblacion Total,SLB,1993,354086
Poblacion Total,SLE,1993,4295689
Poblacion Total,SLV,1993,5630987
Poblacion Total,SMR,1993,24181
Poblacion Total,SOM,1993,6620729
Poblacion Total,SRB,1993,7699307
Poblacion Total,SSA,1993,559341649
Poblacion Total,SSD,1993,5018172
Poblacion Total,SSF,1993,559413902
Poblacion Total,SST,1993,26935348
Poblacion Total,STP,1993,128182
Poblacion Total,SUR,1993,422375
Poblacion Total,SVK,1993,5325305
Poblacion Total,SVN,1993,1991746
Poblacion Total,SWE,1993,8718561
Poblacion Total,SWZ,1993,953451
Poblacion Total,SXM,1993,31823
Poblacion Total,SYC,1993,72253
Poblacion Total,SYR,1993,13537060
Poblacion Total,TCA,1993,13704
Poblacion Total,TCD,1993,6448280
Poblacion Total,TEA,1993,1650184274
Poblacion Total,TEC,1993,433339079
Poblacion Total,TGO,1993,4078392
Poblacion Total,THA,1993,57776082
Poblacion Total,TJK,1993,5717806
Poblacion Total,TKM,1993,4031698
Poblacion Total,TLA,1993,450688569
Poblacion Total,TLS,1993,795179
Poblacion Total,TMN,1993,244147588
Poblacion Total,TON,1993,99492
Poblacion Total,TSA,1993,1219180082
Poblacion Total,TSS,1993,559413902
Poblacion Total,TTO,1993,1293974
Poblacion Total,TUN,1993,8977173
Poblacion Total,TUR,1993,57296008
Poblacion Total,TUV,1993,9517
Poblacion Total,TZA,1993,28469017
Poblacion Total,UGA,1993,19462958
Poblacion Total,UKR,1993,52179200
Poblacion Total,UMC,1993,2199172412
Poblacion Total,URY,1993,3171747
Poblacion Total,USA,1993,259919000
Poblacion Total,UZB,1993,21942000
Poblacion Total,VCT,1993,113621
Poblacion Total,VEN,1993,21172100
Poblacion Total,VGB,1993,16855
Poblacion Total,VIR,1993,106578
Poblacion Total,VNM,1993,71176405
Poblacion Total,VUT,1993,162548
Poblacion Total,WLD,1993,5556623321
Poblacion Total,WSM,1993,171362
Poblacion Total,XKX,1993,1965000
Poblacion Total,YEM,1993,14988047
Poblacion Total,ZAF,1993,42525440
Poblacion Total,ZMB,1993,8270917
Poblacion Total,ZWE,1993,10794918
Poblacion Total,ABW,1994,74710
Poblacion Total,AFG,1994,15455555
Poblacion Total,AGO,1994,13462031
Poblacion Total,ALB,1994,3207536
Poblacion Total,AND,1994,61037
Poblacion Total,ARB,1994,249596194
Poblacion Total,ARE,1994,2329024
Poblacion Total,ARG,1994,34488696
Poblacion Total,ARM,1994,3373713
Poblacion Total,ASM,1994,52288
Poblacion Total,ATG,1994,67072
Poblacion Total,AUS,1994,17805468
Poblacion Total,AUT,1994,7936118
Poblacion Total,AZE,1994,7596550
Poblacion Total,BDI,1994,5586408
Poblacion Total,BEL,1994,10115603
Poblacion Total,BEN,1994,5923394
Poblacion Total,BFA,1994,10091256
Poblacion Total,BGD,1994,115614891
Poblacion Total,BGR,1994,8443591
Poblacion Total,BHR,1994,593254
Poblacion Total,BHS,1994,293997
Poblacion Total,BIH,1994,3762330
Poblacion Total,BLR,1994,10226955
Poblacion Total,BLZ,1994,198416
Poblacion Total,BMU,1994,59320
Poblacion Total,BOL,1994,7693722
Poblacion Total,BRA,1994,160980472
Poblacion Total,BRB,1994,261712
Poblacion Total,BRN,1994,291935
Poblacion Total,BTN,1994,521260
Poblacion Total,BWA,1994,1503544
Poblacion Total,CAF,1994,3187844
Poblacion Total,CAN,1994,29000663
Poblacion Total,CEB,1994,110021594
Poblacion Total,CHE,1994,6993795
Poblacion Total,CHI,1994,142466
Poblacion Total,CHL,1994,14210674
Poblacion Total,CHN,1994,1191835000
Poblacion Total,CIV,1994,13802285
Poblacion Total,CMR,1994,12848862
Poblacion Total,COD,1994,41511985
Poblacion Total,COG,1994,2669220
Poblacion Total,COL,1994,35295461
Poblacion Total,COM,1994,473478
Poblacion Total,CPV,1994,401655
Poblacion Total,CRI,1994,3489152
Poblacion Total,CSS,1994,6261744
Poblacion Total,CUB,1994,10887207
Poblacion Total,CUW,1994,144630
Poblacion Total,CYM,1994,31418
Poblacion Total,CYP,1994,844444
Poblacion Total,CZE,1994,10333587
Poblacion Total,DEU,1994,81438348
Poblacion Total,DJI,1994,623477
Poblacion Total,DMA,1994,69198
Poblacion Total,DNK,1994,5206180
Poblacion Total,DOM,1994,7723934
Poblacion Total,DZA,1994,27937006
Poblacion Total,EAP,1994,1694420555
Poblacion Total,EAR,1994,2223076958
Poblacion Total,EAS,1994,1917553356
Poblacion Total,ECA,1994,368354275
Poblacion Total,ECS,1994,854892657
Poblacion Total,ECU,1994,11347652
Poblacion Total,EGY,1994,62775847
Poblacion Total,EMU,1994,316374506
Poblacion Total,ERI,1994,2042500
Poblacion Total,ESP,1994,39549108
Poblacion Total,EST,1994,1462514
Poblacion Total,ETH,1994,55620211
Poblacion Total,EUU,1994,425406851
Poblacion Total,FCS,1994,534202563
Poblacion Total,FIN,1994,5088333
Poblacion Total,FJI,1994,790803
Poblacion Total,FRA,1994,59327585
Poblacion Total,FRO,1994,44131
Poblacion Total,FSM,1994,108844
Poblacion Total,GAB,1994,1093611
Poblacion Total,GBR,1994,57865745
Poblacion Total,GEO,1994,4836076
Poblacion Total,GHA,1994,17040854
Poblacion Total,GIB,1994,27282
Poblacion Total,GIN,1994,7262112
Poblacion Total,GMB,1994,1205882
Poblacion Total,GNB,1994,1089617
Poblacion Total,GNQ,1994,539992
Poblacion Total,GRC,1994,10512922
Poblacion Total,GRD,1994,103174
Poblacion Total,GRL,1994,55500
Poblacion Total,GTM,1994,10037522
Poblacion Total,GUM,1994,147843
Poblacion Total,GUY,1994,749546
Poblacion Total,HIC,1994,1060148248
Poblacion Total,HKG,1994,6035400
Poblacion Total,HND,1994,5652934
Poblacion Total,HPC,1994,402287229
Poblacion Total,HRV,1994,4652024
Poblacion Total,HTI,1994,7486091
Poblacion Total,HUN,1994,10343355
Poblacion Total,IBD,1994,3674720648
Poblacion Total,IBT,1994,4634770438
Poblacion Total,IDA,1994,960049790
Poblacion Total,IDB,1994,316476824
Poblacion Total,IDN,1994,194928533
Poblacion Total,IDX,1994,643572966
Poblacion Total,IMN,1994,71094
Poblacion Total,IND,1994,945261958
Poblacion Total,INX,1994,
Poblacion Total,IRL,1994,3590386
Poblacion Total,IRN,1994,59985749
Poblacion Total,IRQ,1994,20248073
Poblacion Total,ISL,1994,266021
Poblacion Total,ISR,1994,5399000
Poblacion Total,ITA,1994,56843400
Poblacion Total,JAM,1994,2484182
Poblacion Total,JOR,1994,4278166
Poblacion Total,JPN,1994,125178000
Poblacion Total,KAZ,1994,16145766
Poblacion Total,KEN,1994,26133744
Poblacion Total,KGZ,1994,4515100
Poblacion Total,KHM,1994,10636353
Poblacion Total,KIR,1994,80264
Poblacion Total,KNA,1994,42001
Poblacion Total,KOR,1994,44641540
Poblacion Total,KWT,1994,1641106
Poblacion Total,LAC,1994,425740147
Poblacion Total,LAO,1994,4807950
Poblacion Total,LBN,1994,3888144
Poblacion Total,LBR,1994,2125198
Poblacion Total,LBY,1994,4641296
Poblacion Total,LCA,1994,150561
Poblacion Total,LCN,1994,474258790
Poblacion Total,LDC,1994,570870487
Poblacion Total,LIC,1994,323847963
Poblacion Total,LIE,1994,30447
Poblacion Total,LKA,1994,18011744
Poblacion Total,LMC,1994,2009876827
Poblacion Total,LMY,1994,4560256953
Poblacion Total,LSO,1994,1910642
Poblacion Total,LTE,1994,1936398016
Poblacion Total,LTU,1994,3657144
Poblacion Total,LUX,1994,402925
Poblacion Total,LVA,1994,2520742
Poblacion Total,MAC,1994,388779
Poblacion Total,MAF,1994,29380
Poblacion Total,MAR,1994,26201551
Poblacion Total,MCO,1994,31253
Poblacion Total,MDA,1994,2967585
Poblacion Total,MDG,1994,13436121
Poblacion Total,MDV,1994,252201
Poblacion Total,MEA,1994,282903612
Poblacion Total,MEX,1994,88314424
Poblacion Total,MHL,1994,49840
Poblacion Total,MIC,1994,4236408990
Poblacion Total,MKD,1994,1982458
Poblacion Total,MLI,1994,9711797
Poblacion Total,MLT,1994,374797
Poblacion Total,MMR,1994,42337109
Poblacion Total,MNA,1994,251564545
Poblacion Total,MNE,1994,611389
Poblacion Total,MNG,1994,2301510
Poblacion Total,MNP,1994,47780
Poblacion Total,MOZ,1994,14912873
Poblacion Total,MRT,1994,2315191
Poblacion Total,MUS,1994,1112846
Poblacion Total,MWI,1994,10131799
Poblacion Total,MYS,1994,19588703
Poblacion Total,NAC,1994,292185983
Poblacion Total,NAM,1994,1558449
Poblacion Total,NCL,1994,189482
Poblacion Total,NER,1994,9493324
Poblacion Total,NGA,1994,105456121
Poblacion Total,NIC,1994,4625260
Poblacion Total,NLD,1994,15382838
Poblacion Total,NOR,1994,4336613
Poblacion Total,NPL,1994,21794751
Poblacion Total,NRU,1994,10274
Poblacion Total,NZL,1994,3620000
Poblacion Total,OED,1994,1146214585
Poblacion Total,OMN,1994,2133675
Poblacion Total,OSS,1994,19221949
Poblacion Total,PAK,1994,129245139
Poblacion Total,PAN,1994,2661385
Poblacion Total,PER,1994,23983258
Poblacion Total,PHL,1994,67650283
Poblacion Total,PLW,1994,16770
Poblacion Total,PNG,1994,4451694
Poblacion Total,POL,1994,38542652
Poblacion Total,PRE,1994,468345219
Poblacion Total,PRI,1994,3649237
Poblacion Total,PRK,1994,22105225
Poblacion Total,PRT,1994,9991525
Poblacion Total,PRY,1994,4495301
Poblacion Total,PSE,1994,2366298
Poblacion Total,PSS,1994,1870257
Poblacion Total,PST,1994,989907298
Poblacion Total,PYF,1994,227682
Poblacion Total,QAT,1994,500683
Poblacion Total,ROU,1994,22730211
Poblacion Total,RUS,1994,148407912
Poblacion Total,RWA,1994,6732665
Poblacion Total,SAS,1994,1246157499
Poblacion Total,SAU,1994,18367528
Poblacion Total,SDN,1994,22703631
Poblacion Total,SEN,1994,8416997
Poblacion Total,SGP,1994,3419048
Poblacion Total,SLB,1994,364505
Poblacion Total,SLE,1994,4314953
Poblacion Total,SLV,1994,5693038
Poblacion Total,SMR,1994,24535
Poblacion Total,SOM,1994,6959828
Poblacion Total,SRB,1994,7734639
Poblacion Total,SSA,1994,574019932
Poblacion Total,SSD,1994,5142863
Poblacion Total,SSF,1994,574094137
Poblacion Total,SST,1994,27353950
Poblacion Total,STP,1994,130666
Poblacion Total,SUR,1994,426548
Poblacion Total,SVK,1994,5346331
Poblacion Total,SVN,1994,1989443
Poblacion Total,SWE,1994,8780745
Poblacion Total,SWZ,1994,953737
Poblacion Total,SXM,1994,31735
Poblacion Total,SYC,1994,74205
Poblacion Total,SYR,1994,13922626
Poblacion Total,TCA,1994,14402
Poblacion Total,TCD,1994,6592998
Poblacion Total,TEA,1994,1672325604
Poblacion Total,TEC,1994,434279162
Poblacion Total,TGO,1994,4092612
Poblacion Total,THA,1994,58610010
Poblacion Total,TJK,1994,5803993
Poblacion Total,TKM,1994,4133037
Poblacion Total,TLA,1994,458715789
Poblacion Total,TLS,1994,807115
Poblacion Total,TMN,1994,249198247
Poblacion Total,TON,1994,99731
Poblacion Total,TSA,1994,1246157499
Poblacion Total,TSS,1994,574094137
Poblacion Total,TTO,1994,1301393
Poblacion Total,TUN,1994,9143141
Poblacion Total,TUR,1994,58310245
Poblacion Total,TUV,1994,9559
Poblacion Total,TZA,1994,29598323
Poblacion Total,UGA,1994,20125021
Poblacion Total,UKR,1994,51921400
Poblacion Total,UMC,1994,2226532163
Poblacion Total,URY,1994,3189945
Poblacion Total,USA,1994,263126000
Poblacion Total,UZB,1994,22377000
Poblacion Total,VCT,1994,113944
Poblacion Total,VEN,1994,21640833
Poblacion Total,VGB,1994,17255
Poblacion Total,VIR,1994,107318
